country_name,year,COWcode,v2x_polyarchy,v2x_libdem,v2x_partipdem,e_wb_pop,e_gdp,e_gdppc,v2x_ex_military,government,continent
Fiji,2004,950,0.538,0.374,0.29,866694,1489.372,17.036,0.25,Republic,Oceania
Fiji,2005,950,0.538,0.374,0.29,874923,1521.23,17.311,0.278,Republic,Oceania
Fiji,2006,950,0.397,0.266,0.219,883083,1545.002,17.451,0.278,Republic,Oceania
Fiji,2007,950,0.137,0.108,0.087,890648,1561.514,17.506,0.389,Republic,Oceania
Fiji,2008,950,0.134,0.107,0.086,896731,1587.072,17.591,0.333,Republic,Oceania
Fiji,2009,950,0.13,0.098,0.082,901383,1611.142,17.711,0.333,Republic,Oceania
Fiji,2010,950,0.134,0.107,0.083,905169,1654.263,18.049,0.333,Republic,Oceania
Fiji,2011,950,0.134,0.107,0.083,908355,1710.845,18.54,0.333,Republic,Oceania
Fiji,2012,950,0.137,0.107,0.084,911059,1763.675,19.037,0.333,Republic,Oceania
Fiji,2013,950,0.142,0.115,0.088,913453,1828.496,19.68,0.333,Republic,Oceania
Fiji,2014,950,0.197,0.145,0.114,915560,1891.369,20.35,0.278,Republic,Oceania
Fiji,2015,950,0.387,0.268,0.192,917200,1927.401,20.755,0.278,Republic,Oceania
Fiji,2016,950,0.398,0.278,0.196,918371,1974.743,21.237,0.222,Republic,Oceania
Fiji,2017,950,0.405,0.287,0.203,919019,2030.776,21.751,0.278,Republic,Oceania
Fiji,2018,950,0.404,0.285,0.199,918996,2084.642,22.207,0.278,Republic,Oceania
Fiji,2019,950,0.393,0.267,0.184,918465,2106.733,22.338,0.25,Republic,Oceania
Fiji,2020,950,0.408,0.273,0.195,920422,NA,NA,0.429,Republic,Oceania
Fiji,2021,950,0.402,0.272,0.203,924610,NA,NA,0.357,Republic,Oceania
Fiji,2022,950,0.399,0.266,0.213,929766,NA,NA,0.375,Republic,Oceania
Fiji,2023,950,0.511,0.415,0.268,NA,NA,NA,0.375,Republic,Oceania
Fiji,2024,950,0.516,0.414,0.271,NA,NA,NA,0.25,Republic,Oceania
New Zealand,2000,920,0.881,0.827,0.715,3857700,27242.895,65.971,0,Republic/Democracy,Oceania
New Zealand,2001,920,0.881,0.827,0.713,3880500,28131.014,67.444,0,Republic/Democracy,Oceania
New Zealand,2002,920,0.881,0.827,0.708,3948500,29293.934,69.167,0,Republic/Democracy,Oceania
New Zealand,2003,920,0.881,0.828,0.704,4027200,30460.746,70.794,0,Republic/Democracy,Oceania
New Zealand,2004,920,0.881,0.828,0.697,4087500,31422.27,72.003,0,Republic/Democracy,Oceania
New Zealand,2005,920,0.881,0.828,0.69,4133900,32262.554,73.048,0,Republic/Democracy,Oceania
New Zealand,2006,920,0.881,0.827,0.684,4184600,33074.06,74.072,0,Republic/Democracy,Oceania
New Zealand,2007,920,0.881,0.827,0.676,4223800,33924.596,75.132,0,Republic/Democracy,Oceania
New Zealand,2008,920,0.883,0.829,0.669,4259800,34292.284,75.229,0,Republic/Democracy,Oceania
New Zealand,2009,920,0.895,0.843,0.682,4302600,34908.487,75.725,0,Republic/Democracy,Oceania
New Zealand,2010,920,0.896,0.845,0.677,4350700,35676.819,76.563,0,Republic/Democracy,Oceania
New Zealand,2011,920,0.893,0.842,0.698,4384000,36495.965,77.579,0,Republic/Democracy,Oceania
New Zealand,2012,920,0.893,0.841,0.694,4408100,37311.127,78.622,0,Republic/Democracy,Oceania
New Zealand,2013,920,0.887,0.834,0.689,4442100,38036.839,79.368,0,Republic/Democracy,Oceania
New Zealand,2014,920,0.886,0.833,0.687,4516500,38735.779,79.883,0,Republic/Democracy,Oceania
New Zealand,2015,920,0.887,0.835,0.689,4609400,38708.175,79.225,0,Republic/Democracy,Oceania
New Zealand,2016,920,0.887,0.835,0.688,4714100,39590.694,79.96,0,Republic/Democracy,Oceania
New Zealand,2017,920,0.884,0.829,0.692,4813600,41075.239,81.678,0,Republic/Democracy,Oceania
New Zealand,2018,920,0.888,0.835,0.691,4900600,42054.348,82.87,0,Republic/Democracy,Oceania
New Zealand,2019,920,0.886,0.835,0.686,4979200,42614.317,83.507,0,Republic/Democracy,Oceania
New Zealand,2020,920,0.883,0.829,0.677,5090200,NA,NA,0,Republic/Democracy,Oceania
New Zealand,2021,920,0.874,0.817,0.671,5111400,NA,NA,0,Republic/Democracy,Oceania
New Zealand,2022,920,0.878,0.823,0.666,5124100,NA,NA,0,Republic/Democracy,Oceania
New Zealand,2023,920,0.878,0.825,0.66,NA,NA,NA,0,Republic/Democracy,Oceania
New Zealand,2024,920,0.863,0.809,0.614,NA,NA,NA,0,Republic/Democracy,Oceania
